p,l,d,W
0E+00,9E-01,1E-05,6.93967E-01
0E+00,9E-01,1E-04,6.93975E-01
0E+00,9E-01,1E-03,6.94053E-01
0E+00,9E-01,1E-02,6.94837E-01
0E+00,9E-01,1E-01,7.02723E-01
0E+00,9E-01,2E-01,7.11916E-01
0E+00,9E-01,3E-01,7.21115E-01
0E+00,9E-01,4E-01,7.30178E-01
0E+00,9E-01,5E-01,7.38983E-01
0E+00,9E-01,6E-01,7.47462E-01
0E+00,9E-01,7E-01,7.55682E-01
0E+00,9E-01,8E-01,7.63721E-01
0E+00,9E-01,9E-01,7.71644E-01
0E+00,9E-01,1E+00,7.79504E-01
0E+00,9E-01,2E+00,8.4687E-01
0E+00,9E-01,3E+00,8.99591E-01
0E+00,9E-01,4E+00,9.42369E-01
0E+00,9E-01,5E+00,9.77334E-01
0E+00,9E-01,6E+00,1.00635E+00
0E+00,9E-01,7E+00,1.03112E+00
0E+00,9E-01,8E+00,1.05274E+00
0E+00,9E-01,9E+00,1.07199E+00
0E+00,9E-01,1E+01,1.08947E+00
0E+00,9E-01,1.2E+01,1.11979E+00
0E+00,9E-01,1.4E+01,1.14342E+00
0E+00,9E-01,1.6E+01,1.16222E+00
0E+00,9E-01,1.8E+01,1.17787E+00
0E+00,9E-01,2E+01,1.1914E+00
0E+00,9E-01,2.5E+01,1.21865E+00
0E+00,9E-01,3E+01,1.2411E+00
0E+00,9E-01,3.5E+01,1.2603E+00
0E+00,9E-01,4E+01,1.27682E+00
0E+00,9E-01,4.5E+01,1.29116E+00
0E+00,9E-01,5E+01,1.30353E+00
0E+00,9E-01,6E+01,1.32339E+00
0E+00,9E-01,7E+01,1.33889E+00
0E+00,9E-01,8E+01,1.35159E+00
0E+00,9E-01,9E+01,1.36249E+00
0E+00,9E-01,1E+02,1.37294E+00
0E+00,9E-01,1.2E+02,1.38959E+00
0E+00,9E-01,1.4E+02,1.4014E+00
0E+00,9E-01,1.6E+02,1.40991E+00
0E+00,9E-01,1.8E+02,1.41649E+00
0E+00,9E-01,2E+02,1.42182E+00
0E+00,9E-01,3E+02,1.43931E+00
0E+00,9E-01,4E+02,1.44954E+00
0E+00,9E-01,5E+02,1.45581E+00
0E+00,9E-01,1E+03,1.46355E+00
0E+00,1E+00,0E+00,6.72E-01
0E+00,1E+00,1E-05,6.72001E-01
0E+00,1E+00,1E-04,6.72008E-01
0E+00,1E+00,1E-03,6.72079E-01
0E+00,1E+00,1E-02,6.72789E-01
0E+00,1E+00,1E-01,6.8E-01
0E+00,1E+00,2E-01,6.88765E-01
0E+00,1E+00,3E-01,6.97639E-01
0E+00,1E+00,4E-01,7.06439E-01
0E+00,1E+00,5E-01,7.15E-01
0E+00,1E+00,6E-01,7.23218E-01
0E+00,1E+00,7E-01,7.31152E-01
0E+00,1E+00,8E-01,7.38882E-01
0E+00,1E+00,9E-01,7.46479E-01
0E+00,1E+00,1E+00,7.54E-01
0E+00,1E+00,2E+00,8.19E-01
0E+00,1E+00,3E+00,8.70693E-01
0E+00,1E+00,4E+00,9.13061E-01
0E+00,1E+00,5E+00,9.48E-01
0E+00,1E+00,6E+00,9.77214E-01
0E+00,1E+00,7E+00,1.00231E+00
0E+00,1E+00,8E+00,1.02434E+00
0E+00,1E+00,9E+00,1.04404E+00
0E+00,1E+00,1E+01,1.062E+00
0E+00,1E+00,1.2E+01,1.09325E+00
0E+00,1E+00,1.4E+01,1.11774E+00
0E+00,1E+00,1.6E+01,1.13734E+00
0E+00,1E+00,1.8E+01,1.15374E+00
0E+00,1E+00,2E+01,1.168E+00
0E+00,1E+00,2.5E+01,1.19691E+00
0E+00,1E+00,3E+01,1.22082E+00
0E+00,1E+00,3.5E+01,1.24126E+00
0E+00,1E+00,4E+01,1.25882E+00
0E+00,1E+00,4.5E+01,1.27399E+00
0E+00,1E+00,5E+01,1.287E+00
0E+00,1E+00,6E+01,1.30765E+00
0E+00,1E+00,7E+01,1.32356E+00
0E+00,1E+00,8E+01,1.33653E+00
0E+00,1E+00,9E+01,1.34775E+00
0E+00,1E+00,1E+02,1.358E+00
0E+00,1E+00,1.2E+02,1.37604E+00
0E+00,1E+00,1.4E+02,1.38915E+00
0E+00,1E+00,1.6E+02,1.39867E+00
0E+00,1E+00,1.8E+02,1.40604E+00
0E+00,1E+00,2E+02,1.412E+00
0E+00,1E+00,3E+02,1.43131E+00
0E+00,1E+00,4E+02,1.44237E+00
0E+00,1E+00,5E+02,1.449E+00
0E+00,1E+00,1E+03,1.456E+00
0E+00,1.25E+00,0E+00,6.22995E-01
0E+00,1.25E+00,1E-05,6.22996E-01
0E+00,1.25E+00,1E-04,6.23001E-01
0E+00,1.25E+00,1E-03,6.2306E-01
0E+00,1.25E+00,1E-02,6.23648E-01
0E+00,1.25E+00,1E-01,6.29699E-01
0E+00,1.25E+00,2E-01,6.37553E-01
0E+00,1.25E+00,3E-01,6.45648E-01
0E+00,1.25E+00,4E-01,6.53756E-01
0E+00,1.25E+00,5E-01,6.6167E-01
0E+00,1.25E+00,6E-01,6.69241E-01
0E+00,1.25E+00,7E-01,6.76515E-01
0E+00,1.25E+00,8E-01,6.83565E-01
0E+00,1.25E+00,9E-01,6.90462E-01
0E+00,1.25E+00,1E+00,6.97266E-01
0E+00,1.25E+00,2E+00,7.56988E-01
0E+00,1.25E+00,3E+00,8.06078E-01
0E+00,1.25E+00,4E+00,8.47284E-01
0E+00,1.25E+00,5E+00,8.82011E-01
0E+00,1.25E+00,6E+00,9.11588E-01
0E+00,1.25E+00,7E+00,9.37372E-01
0E+00,1.25E+00,8E+00,9.60262E-01
0E+00,1.25E+00,9E+00,9.80891E-01
0E+00,1.25E+00,1E+01,9.9976E-01
0E+00,1.25E+00,1.2E+01,1.0326E+00
0E+00,1.25E+00,1.4E+01,1.05852E+00
0E+00,1.25E+00,1.6E+01,1.0795E+00
0E+00,1.25E+00,1.8E+01,1.09726E+00
0E+00,1.25E+00,2E+01,1.11288E+00
0E+00,1.25E+00,2.5E+01,1.14557E+00
0E+00,1.25E+00,3E+01,1.173E+00
0E+00,1.25E+00,3.5E+01,1.19656E+00
0E+00,1.25E+00,4E+01,1.2168E+00
0E+00,1.25E+00,4.5E+01,1.2342E+00
0E+00,1.25E+00,5E+01,1.24898E+00
0E+00,1.25E+00,6E+01,1.27198E+00
0E+00,1.25E+00,7E+01,1.2893E+00
0E+00,1.25E+00,8E+01,1.30327E+00
0E+00,1.25E+00,9E+01,1.3154E+00
0E+00,1.25E+00,1E+02,1.32421E+00
0E+00,1.25E+00,1.2E+02,1.34519E+00
0E+00,1.25E+00,1.4E+02,1.36086E+00
0E+00,1.25E+00,1.6E+02,1.3724E+00
0E+00,1.25E+00,1.8E+02,1.38138E+00
0E+00,1.25E+00,2E+02,1.38864E+00
0E+00,1.25E+00,3E+02,1.41212E+00
0E+00,1.25E+00,4E+02,1.42545E+00
0E+00,1.25E+00,5E+02,1.43333E+00
0E+00,1.25E+00,1E+03,1.44041E+00
0E+00,1.5E+00,0E+00,5.81234E-01
0E+00,1.5E+00,1E-05,5.81235E-01
0E+00,1.5E+00,1E-04,5.8124E-01
0E+00,1.5E+00,1E-03,5.81294E-01
0E+00,1.5E+00,1E-02,5.81831E-01
0E+00,1.5E+00,1E-01,5.87356E-01
0E+00,1.5E+00,2E-01,5.94492E-01
0E+00,1.5E+00,3E-01,6.01848E-01
0E+00,1.5E+00,4E-01,6.0923E-01
0E+00,1.5E+00,5E-01,6.16456E-01
0E+00,1.5E+00,6E-01,6.23396E-01
0E+00,1.5E+00,7E-01,6.3008E-01
0E+00,1.5E+00,8E-01,6.36566E-01
0E+00,1.5E+00,9E-01,6.42908E-01
0E+00,1.5E+00,1E+00,6.49155E-01
0E+00,1.5E+00,2E+00,7.04378E-01
0E+00,1.5E+00,3E+00,7.50855E-01
0E+00,1.5E+00,4E+00,7.90759E-01
0E+00,1.5E+00,5E+00,8.2511E-01
0E+00,1.5E+00,6E+00,8.54893E-01
0E+00,1.5E+00,7E+00,8.81192E-01
0E+00,1.5E+00,8E+00,9.04733E-01
0E+00,1.5E+00,9E+00,9.26025E-01
0E+00,1.5E+00,1E+01,9.45467E-01
0E+00,1.5E+00,1.2E+01,9.79065E-01
0E+00,1.5E+00,1.4E+01,1.00561E+00
0E+00,1.5E+00,1.6E+01,1.02725E+00
0E+00,1.5E+00,1.8E+01,1.04577E+00
0E+00,1.5E+00,2E+01,1.06225E+00
0E+00,1.5E+00,2.5E+01,1.09821E+00
0E+00,1.5E+00,3E+01,1.12893E+00
0E+00,1.5E+00,3.5E+01,1.15556E+00
0E+00,1.5E+00,4E+01,1.1785E+00
0E+00,1.5E+00,4.5E+01,1.19824E+00
0E+00,1.5E+00,5E+01,1.21496E+00
0E+00,1.5E+00,6E+01,1.24074E+00
0E+00,1.5E+00,7E+01,1.25992E+00
0E+00,1.5E+00,8E+01,1.27523E+00
0E+00,1.5E+00,9E+01,1.28845E+00
0E+00,1.5E+00,1E+02,1.29895E+00
0E+00,1.5E+00,1.2E+02,1.32191E+00
0E+00,1.5E+00,1.4E+02,1.33916E+00
0E+00,1.5E+00,1.6E+02,1.35191E+00
0E+00,1.5E+00,1.8E+02,1.36188E+00
0E+00,1.5E+00,2E+02,1.36996E+00
0E+00,1.5E+00,3E+02,1.39628E+00
0E+00,1.5E+00,4E+02,1.41132E+00
0E+00,1.5E+00,5E+02,1.42022E+00
0E+00,1.5E+00,1E+03,1.42809E+00
0E+00,1.75E+00,0E+00,5.45357E-01
0E+00,1.75E+00,1E-05,5.45358E-01
0E+00,1.75E+00,1E-04,5.45363E-01
0E+00,1.75E+00,1E-03,5.45416E-01
0E+00,1.75E+00,1E-02,5.45946E-01
0E+00,1.75E+00,1E-01,5.51335E-01
0E+00,1.75E+00,2E-01,5.57893E-01
0E+00,1.75E+00,3E-01,5.64563E-01
0E+00,1.75E+00,4E-01,5.71225E-01
0E+00,1.75E+00,5E-01,5.77764E-01
0E+00,1.75E+00,6E-01,5.84103E-01
0E+00,1.75E+00,7E-01,5.90261E-01
0E+00,1.75E+00,8E-01,5.9627E-01
0E+00,1.75E+00,9E-01,6.02163E-01
0E+00,1.75E+00,1E+00,6.07966E-01
0E+00,1.75E+00,2E+00,6.5933E-01
0E+00,1.75E+00,3E+00,7.03271E-01
0E+00,1.75E+00,4E+00,7.41806E-01
0E+00,1.75E+00,5E+00,7.75654E-01
0E+00,1.75E+00,6E+00,8.05498E-01
0E+00,1.75E+00,7E+00,8.3215E-01
0E+00,1.75E+00,8E+00,8.56161E-01
0E+00,1.75E+00,9E+00,8.7791E-01
0E+00,1.75E+00,1E+01,8.97691E-01
0E+00,1.75E+00,1.2E+01,9.31518E-01
0E+00,1.75E+00,1.4E+01,9.58191E-01
0E+00,1.75E+00,1.6E+01,9.80076E-01
0E+00,1.75E+00,1.8E+01,9.98972E-01
0E+00,1.75E+00,2E+01,1.01599E+00
0E+00,1.75E+00,2.5E+01,1.05476E+00
0E+00,1.75E+00,3E+01,1.08848E+00
0E+00,1.75E+00,3.5E+01,1.11797E+00
0E+00,1.75E+00,4E+01,1.14352E+00
0E+00,1.75E+00,4.5E+01,1.16555E+00
0E+00,1.75E+00,5E+01,1.18421E+00
0E+00,1.75E+00,6E+01,1.21292E+00
0E+00,1.75E+00,7E+01,1.23416E+00
0E+00,1.75E+00,8E+01,1.25099E+00
0E+00,1.75E+00,9E+01,1.2654E+00
0E+00,1.75E+00,1E+02,1.27791E+00
0E+00,1.75E+00,1.2E+02,1.30243E+00
0E+00,1.75E+00,1.4E+02,1.32084E+00
0E+00,1.75E+00,1.6E+02,1.33447E+00
0E+00,1.75E+00,1.8E+02,1.34513E+00
0E+00,1.75E+00,2E+02,1.35382E+00
0E+00,1.75E+00,3E+02,1.38226E+00
0E+00,1.75E+00,4E+02,1.39861E+00
0E+00,1.75E+00,5E+02,1.40832E+00
0E+00,1.75E+00,1E+03,1.41684E+00
0E+00,2E+00,0E+00,5.14E-01
0E+00,2E+00,1E-05,5.14001E-01
0E+00,2E+00,1E-04,5.14006E-01
0E+00,2E+00,1E-03,5.1406E-01
0E+00,2E+00,1E-02,5.146E-01
0E+00,2E+00,1E-01,5.2E-01
0E+00,2E+00,2E-01,5.26068E-01
0E+00,2E+00,3E-01,5.32115E-01
0E+00,2E+00,4E-01,5.38103E-01
0E+00,2E+00,5E-01,5.44E-01
0E+00,2E+00,6E-01,5.49786E-01
0E+00,2E+00,7E-01,5.55469E-01
0E+00,2E+00,8E-01,5.61061E-01
0E+00,2E+00,9E-01,5.6657E-01
0E+00,2E+00,1E+00,5.72E-01
0E+00,2E+00,2E+00,6.2E-01
0E+00,2E+00,3E+00,6.61573E-01
0E+00,2E+00,4E+00,6.98744E-01
0E+00,2E+00,5E+00,7.32E-01
0E+00,2E+00,6E+00,7.61772E-01
0E+00,2E+00,7E+00,7.88627E-01
0E+00,2E+00,8E+00,8.12956E-01
0E+00,2E+00,9E+00,8.35014E-01
0E+00,2E+00,1E+01,8.55E-01
0E+00,2E+00,1.2E+01,8.88845E-01
0E+00,2E+00,1.4E+01,9.15478E-01
0E+00,2E+00,1.6E+01,9.37454E-01
0E+00,2E+00,1.8E+01,9.56586E-01
0E+00,2E+00,2E+01,9.74E-01
0E+00,2E+00,2.5E+01,1.01518E+00
0E+00,2E+00,3E+01,1.05151E+00
0E+00,2E+00,3.5E+01,1.08355E+00
0E+00,2E+00,4E+01,1.11143E+00
0E+00,2E+00,4.5E+01,1.13554E+00
0E+00,2E+00,5E+01,1.156E+00
0E+00,2E+00,6E+01,1.1875E+00
0E+00,2E+00,7E+01,1.21078E+00
0E+00,2E+00,8E+01,1.22914E+00
0E+00,2E+00,9E+01,1.24472E+00
0E+00,2E+00,1E+02,1.259E+00
0E+00,2E+00,1.2E+02,1.28487E+00
0E+00,2E+00,1.4E+02,1.30424E+00
0E+00,2E+00,1.6E+02,1.31858E+00
0E+00,2E+00,1.8E+02,1.32983E+00
0E+00,2E+00,2E+02,1.339E+00
0E+00,2E+00,3E+02,1.36918E+00
0E+00,2E+00,4E+02,1.38663E+00
0E+00,2E+00,5E+02,1.397E+00
0E+00,2E+00,1E+03,1.406E+00
0E+00,2.5E+00,0E+00,4.60865E-01
0E+00,2.5E+00,1E-05,4.60865E-01
0E+00,2.5E+00,1E-04,4.60871E-01
0E+00,2.5E+00,1E-03,4.60924E-01
0E+00,2.5E+00,1E-02,4.61458E-01
0E+00,2.5E+00,1E-01,4.66689E-01
0E+00,2.5E+00,2E-01,4.71895E-01
0E+00,2.5E+00,3E-01,4.76905E-01
0E+00,2.5E+00,4E-01,4.81792E-01
0E+00,2.5E+00,5E-01,4.86632E-01
0E+00,2.5E+00,6E-01,4.91486E-01
0E+00,2.5E+00,7E-01,4.96354E-01
0E+00,2.5E+00,8E-01,5.01211E-01
0E+00,2.5E+00,9E-01,5.06038E-01
0E+00,2.5E+00,1E+00,5.10809E-01
0E+00,2.5E+00,2E+00,5.5315E-01
0E+00,2.5E+00,3E+00,5.90697E-01
0E+00,2.5E+00,4E+00,6.2534E-01
0E+00,2.5E+00,5E+00,6.57253E-01
0E+00,2.5E+00,6E+00,6.86527E-01
0E+00,2.5E+00,7E+00,7.13385E-01
0E+00,2.5E+00,8E+00,7.37978E-01
0E+00,2.5E+00,9E+00,7.60384E-01
0E+00,2.5E+00,1E+01,7.80657E-01
0E+00,2.5E+00,1.2E+01,8.14726E-01
0E+00,2.5E+00,1.4E+01,8.4161E-01
0E+00,2.5E+00,1.6E+01,8.64035E-01
0E+00,2.5E+00,1.8E+01,8.83815E-01
0E+00,2.5E+00,2E+01,9.02074E-01
0E+00,2.5E+00,2.5E+01,9.47005E-01
0E+00,2.5E+00,3E+01,9.87311E-01
0E+00,2.5E+00,3.5E+01,1.02316E+00
0E+00,2.5E+00,4E+01,1.05456E+00
0E+00,2.5E+00,4.5E+01,1.08184E+00
0E+00,2.5E+00,5E+01,1.10507E+00
0E+00,2.5E+00,6E+01,1.14101E+00
0E+00,2.5E+00,7E+01,1.16765E+00
0E+00,2.5E+00,8E+01,1.18864E+00
0E+00,2.5E+00,9E+01,1.20633E+00
0E+00,2.5E+00,1E+02,1.22447E+00
0E+00,2.5E+00,1.2E+02,1.25272E+00
0E+00,2.5E+00,1.4E+02,1.27373E+00
0E+00,2.5E+00,1.6E+02,1.28927E+00
0E+00,2.5E+00,1.8E+02,1.30147E+00
0E+00,2.5E+00,2E+02,1.31145E+00
0E+00,2.5E+00,3E+02,1.34454E+00
0E+00,2.5E+00,4E+02,1.36381E+00
0E+00,2.5E+00,5E+02,1.37527E+00
0E+00,2.5E+00,1E+03,1.3849E+00
0E+00,3E+00,0E+00,4.18258E-01
0E+00,3E+00,1E-05,4.18258E-01
0E+00,3E+00,1E-04,4.18263E-01
0E+00,3E+00,1E-03,4.18312E-01
0E+00,3E+00,1E-02,4.18801E-01
0E+00,3E+00,1E-01,4.23548E-01
0E+00,3E+00,2E-01,4.28009E-01
0E+00,3E+00,3E-01,4.32224E-01
0E+00,3E+00,4E-01,4.36308E-01
0E+00,3E+00,5E-01,4.40373E-01
0E+00,3E+00,6E-01,4.44507E-01
0E+00,3E+00,7E-01,4.48705E-01
0E+00,3E+00,8E-01,4.52933E-01
0E+00,3E+00,9E-01,4.57162E-01
0E+00,3E+00,1E+00,4.61359E-01
0E+00,3E+00,2E+00,4.99218E-01
0E+00,3E+00,3E+00,5.33594E-01
0E+00,3E+00,4E+00,5.65968E-01
0E+00,3E+00,5E+00,5.96368E-01
0E+00,3E+00,6E+00,6.24743E-01
0E+00,3E+00,7E+00,6.5114E-01
0E+00,3E+00,8E+00,6.7558E-01
0E+00,3E+00,9E+00,6.98044E-01
0E+00,3E+00,1E+01,7.18502E-01
0E+00,3E+00,1.2E+01,7.53131E-01
0E+00,3E+00,1.4E+01,7.80768E-01
0E+00,3E+00,1.6E+01,8.04064E-01
0E+00,3E+00,1.8E+01,8.24782E-01
0E+00,3E+00,2E+01,8.44017E-01
0E+00,3E+00,2.5E+01,8.91503E-01
0E+00,3E+00,3E+01,9.34277E-01
0E+00,3E+00,3.5E+01,9.72445E-01
0E+00,3E+00,4E+01,1.00597E+00
0E+00,3E+00,4.5E+01,1.0352E+00
0E+00,3E+00,5E+01,1.0602E+00
0E+00,3E+00,6E+01,1.09913E+00
0E+00,3E+00,7E+01,1.12825E+00
0E+00,3E+00,8E+01,1.15132E+00
0E+00,3E+00,9E+01,1.17078E+00
0E+00,3E+00,1E+02,1.19191E+00
0E+00,3E+00,1.2E+02,1.22235E+00
0E+00,3E+00,1.4E+02,1.24483E+00
0E+00,3E+00,1.6E+02,1.26143E+00
0E+00,3E+00,1.8E+02,1.27446E+00
0E+00,3E+00,2E+02,1.28515E+00
0E+00,3E+00,3E+02,1.3208E+00
0E+00,3E+00,4E+02,1.34166E+00
0E+00,3E+00,5E+02,1.35407E+00
0E+00,3E+00,1E+03,1.36411E+00
0E+00,3.5E+00,0E+00,3.84074E-01
0E+00,3.5E+00,1E-05,3.84074E-01
0E+00,3.5E+00,1E-04,3.84078E-01
0E+00,3.5E+00,1E-03,3.84119E-01
0E+00,3.5E+00,1E-02,3.84531E-01
0E+00,3.5E+00,1E-01,3.88542E-01
0E+00,3.5E+00,2E-01,3.92351E-01
0E+00,3.5E+00,3E-01,3.95969E-01
0E+00,3.5E+00,4E-01,3.99488E-01
0E+00,3.5E+00,5E-01,4.03003E-01
0E+00,3.5E+00,6E-01,4.06584E-01
0E+00,3.5E+00,7E-01,4.10229E-01
0E+00,3.5E+00,8E-01,4.13913E-01
0E+00,3.5E+00,9E-01,4.17612E-01
0E+00,3.5E+00,1E+00,4.21301E-01
0E+00,3.5E+00,2E+00,4.55621E-01
0E+00,3.5E+00,3E+00,4.8751E-01
0E+00,3.5E+00,4E+00,5.1782E-01
0E+00,3.5E+00,5E+00,5.46573E-01
0E+00,3.5E+00,6E+00,5.73727E-01
0E+00,3.5E+00,7E+00,5.99292E-01
0E+00,3.5E+00,8E+00,6.23247E-01
0E+00,3.5E+00,9E+00,6.45535E-01
0E+00,3.5E+00,1E+01,6.66096E-01
0E+00,3.5E+00,1.2E+01,7.01556E-01
0E+00,3.5E+00,1.4E+01,7.30347E-01
0E+00,3.5E+00,1.6E+01,7.54849E-01
0E+00,3.5E+00,1.8E+01,7.76741E-01
0E+00,3.5E+00,2E+01,7.97055E-01
0E+00,3.5E+00,2.5E+01,8.46135E-01
0E+00,3.5E+00,3E+01,8.90177E-01
0E+00,3.5E+00,3.5E+01,9.29459E-01
0E+00,3.5E+00,4E+01,9.6401E-01
0E+00,3.5E+00,4.5E+01,9.94216E-01
0E+00,3.5E+00,5E+01,1.02016E+00
0E+00,3.5E+00,6E+01,1.06094E+00
0E+00,3.5E+00,7E+01,1.09182E+00
0E+00,3.5E+00,8E+01,1.11654E+00
0E+00,3.5E+00,9E+01,1.1375E+00
0E+00,3.5E+00,1E+02,1.16033E+00
0E+00,3.5E+00,1.2E+02,1.19286E+00
0E+00,3.5E+00,1.4E+02,1.21673E+00
0E+00,3.5E+00,1.6E+02,1.23431E+00
0E+00,3.5E+00,1.8E+02,1.24813E+00
0E+00,3.5E+00,2E+02,1.25948E+00
0E+00,3.5E+00,3E+02,1.29751E+00
0E+00,3.5E+00,4E+02,1.31985E+00
0E+00,3.5E+00,5E+02,1.33314E+00
0E+00,3.5E+00,1E+03,1.34348E+00
0E+00,4E+00,0E+00,3.56206E-01
0E+00,4E+00,1E-05,3.56207E-01
0E+00,4E+00,1E-04,3.5621E-01
0E+00,4E+00,1E-03,3.56241E-01
0E+00,4E+00,1E-02,3.56553E-01
0E+00,4E+00,1E-01,3.59638E-01
0E+00,4E+00,2E-01,3.62865E-01
0E+00,4E+00,3E-01,3.66031E-01
0E+00,4E+00,4E-01,3.69166E-01
0E+00,4E+00,5E-01,3.72299E-01
0E+00,4E+00,6E-01,3.75453E-01
0E+00,4E+00,7E-01,3.78633E-01
0E+00,4E+00,8E-01,3.81836E-01
0E+00,4E+00,9E-01,3.85055E-01
0E+00,4E+00,1E+00,3.88287E-01
0E+00,4E+00,2E+00,4.19774E-01
0E+00,4E+00,3E+00,4.4969E-01
0E+00,4E+00,4E+00,4.78092E-01
0E+00,4E+00,5E+00,5.05095E-01
0E+00,4E+00,6E+00,5.30786E-01
0E+00,4E+00,7E+00,5.55243E-01
0E+00,4E+00,8E+00,5.78463E-01
0E+00,4E+00,9E+00,6.00401E-01
0E+00,4E+00,1E+01,6.21001E-01
0E+00,4E+00,1.2E+01,6.57495E-01
0E+00,4E+00,1.4E+01,6.87743E-01
0E+00,4E+00,1.6E+01,7.13702E-01
0E+00,4E+00,1.8E+01,7.36943E-01
0E+00,4E+00,2E+01,7.58414E-01
0E+00,4E+00,2.5E+01,8.0837E-01
0E+00,4E+00,3E+01,8.52779E-01
0E+00,4E+00,3.5E+01,8.92272E-01
0E+00,4E+00,4E+01,9.27016E-01
0E+00,4E+00,4.5E+01,9.5747E-01
0E+00,4E+00,5E+01,9.83756E-01
0E+00,4E+00,6E+01,1.02552E+00
0E+00,4E+00,7E+01,1.05763E+00
0E+00,4E+00,8E+01,1.08366E+00
0E+00,4E+00,9E+01,1.10593E+00
0E+00,4E+00,1E+02,1.1293E+00
0E+00,4E+00,1.2E+02,1.16388E+00
0E+00,4E+00,1.4E+02,1.18908E+00
0E+00,4E+00,1.6E+02,1.20761E+00
0E+00,4E+00,1.8E+02,1.22218E+00
0E+00,4E+00,2E+02,1.23416E+00
0E+00,4E+00,3E+02,1.27447E+00
0E+00,4E+00,4E+02,1.29823E+00
0E+00,4E+00,5E+02,1.31236E+00
0E+00,4E+00,1E+03,1.32295E+00
0E+00,4.5E+00,0E+00,3.3255E-01
0E+00,4.5E+00,1E-05,3.32551E-01
0E+00,4.5E+00,1E-04,3.32552E-01
0E+00,4.5E+00,1E-03,3.32572E-01
0E+00,4.5E+00,1E-02,3.32768E-01
0E+00,4.5E+00,1E-01,3.34802E-01
0E+00,4.5E+00,2E-01,3.37494E-01
0E+00,4.5E+00,3E-01,3.40305E-01
0E+00,4.5E+00,4E-01,3.43175E-01
0E+00,4.5E+00,5E-01,3.46038E-01
0E+00,4.5E+00,6E-01,3.4885E-01
0E+00,4.5E+00,7E-01,3.51624E-01
0E+00,4.5E+00,8E-01,3.54387E-01
0E+00,4.5E+00,9E-01,3.57162E-01
0E+00,4.5E+00,1E+00,3.59969E-01
0E+00,4.5E+00,2E+00,3.89095E-01
0E+00,4.5E+00,3E+00,4.17379E-01
0E+00,4.5E+00,4E+00,4.43976E-01
0E+00,4.5E+00,5E+00,4.69161E-01
0E+00,4.5E+00,6E+00,4.9323E-01
0E+00,4.5E+00,7E+00,5.16392E-01
0E+00,4.5E+00,8E+00,5.38711E-01
0E+00,4.5E+00,9E+00,5.60182E-01
0E+00,4.5E+00,1E+01,5.80782E-01
0E+00,4.5E+00,1.2E+01,6.18444E-01
0E+00,4.5E+00,1.4E+01,6.50349E-01
0E+00,4.5E+00,1.6E+01,6.77933E-01
0E+00,4.5E+00,1.8E+01,7.0264E-01
0E+00,4.5E+00,2E+01,7.2532E-01
0E+00,4.5E+00,2.5E+01,7.75671E-01
0E+00,4.5E+00,3E+01,8.19849E-01
0E+00,4.5E+00,3.5E+01,8.5895E-01
0E+00,4.5E+00,4E+01,8.93335E-01
0E+00,4.5E+00,4.5E+01,9.23549E-01
0E+00,4.5E+00,5E+01,9.49773E-01
0E+00,4.5E+00,6E+01,9.91954E-01
0E+00,4.5E+00,7E+01,1.02493E+00
0E+00,4.5E+00,8E+01,1.05205E+00
0E+00,4.5E+00,9E+01,1.0755E+00
0E+00,4.5E+00,1E+02,1.09858E+00
0E+00,4.5E+00,1.2E+02,1.13517E+00
0E+00,4.5E+00,1.4E+02,1.16168E+00
0E+00,4.5E+00,1.6E+02,1.18114E+00
0E+00,4.5E+00,1.8E+02,1.19644E+00
0E+00,4.5E+00,2E+02,1.20904E+00
0E+00,4.5E+00,3E+02,1.25157E+00
0E+00,4.5E+00,4E+02,1.27672E+00
0E+00,4.5E+00,5E+02,1.29166E+00
0E+00,4.5E+00,1E+03,1.30246E+00
0E+00,5E+00,0E+00,3.11E-01
0E+00,5E+00,1E-05,3.11E-01
0E+00,5E+00,1E-04,3.11001E-01
0E+00,5E+00,1E-03,3.11008E-01
0E+00,5E+00,1E-02,3.11081E-01
0E+00,5E+00,1E-01,3.12E-01
0E+00,5E+00,2E-01,3.14179E-01
0E+00,5E+00,3E-01,3.16686E-01
0E+00,5E+00,4E-01,3.19349E-01
0E+00,5E+00,5E-01,3.22E-01
0E+00,5E+00,6E-01,3.24511E-01
0E+00,5E+00,7E-01,3.26909E-01
0E+00,5E+00,8E-01,3.29253E-01
0E+00,5E+00,9E-01,3.31599E-01
0E+00,5E+00,1E+00,3.34E-01
0E+00,5E+00,2E+00,3.61E-01
0E+00,5E+00,3E+00,3.87822E-01
0E+00,5E+00,4E+00,4.12667E-01
0E+00,5E+00,5E+00,4.36E-01
0E+00,5E+00,6E+00,4.58366E-01
0E+00,5E+00,7E+00,4.8014E-01
0E+00,5E+00,8E+00,5.01475E-01
0E+00,5E+00,9E+00,5.22422E-01
0E+00,5E+00,1E+01,5.43E-01
0E+00,5E+00,1.2E+01,5.81898E-01
0E+00,5E+00,1.4E+01,6.15561E-01
0E+00,5E+00,1.6E+01,6.44854E-01
0E+00,5E+00,1.8E+01,6.71085E-01
0E+00,5E+00,2E+01,6.95E-01
0E+00,5E+00,2.5E+01,7.45506E-01
0E+00,5E+00,3E+01,7.89152E-01
0E+00,5E+00,3.5E+01,8.27562E-01
0E+00,5E+00,4E+01,8.61309E-01
0E+00,5E+00,4.5E+01,8.91041E-01
0E+00,5E+00,5E+01,9.17E-01
